

# ========== Energy Minimization ==========
thermo          1
thermo_style    custom step pe lx ly lz vol temp press
minimize 1.0e-10 1.0e-10 10000 100000
Switching to 'neigh_modify every 1 delay 0 check yes' setting during minimization
Generated 0 of 1 mixed pair_coeff terms from geometric mixing rule
WARNING: Energy due to 3 extra global DOFs will be included in minimizer energies
 (../min.cpp:219)
Per MPI rank memory allocation (min/avg/max) = 4.082 | 4.082 | 4.082 Mbytes
   Step         PotEng           Lx             Ly             Lz           Volume          Temp          Press     
       371  -1.73428        3.774          3.774          3.774          53.753369      0             -85965.878    
       372  -1.7480859      3.768          3.768          3.768          53.497401      0             -86866.769    
       373  -1.761992       3.762          3.762          3.762          53.242247      0             -87773.914    
       374  -1.7759982      3.756          3.756          3.756          52.987905      0             -88687.209    
       375  -1.7901048      3.75           3.75           3.75           52.734375      0             -89606.546    
       376  -1.8043118      3.744          3.744          3.744          52.481655      0             -90531.808    
       377  -1.8186193      3.738          3.738          3.738          52.229743      0             -91462.867    
       378  -1.8330273      3.732          3.732          3.732          51.978639      0             -92399.589    
       379  -1.8475358      3.726          3.726          3.726          51.728341      0             -93341.829    
       380  -1.8621448      3.72           3.72           3.72           51.478848      0             -94289.435    
       381  -1.8768542      3.714          3.714          3.714          51.230158      0             -95242.241    
       382  -1.891664       3.708          3.708          3.708          50.982271      0             -96200.074    
       383  -1.906574       3.702          3.702          3.702          50.735184      0             -97162.748    
       384  -1.9215842      3.696          3.696          3.696          50.488898      0             -98130.067    
       385  -1.9366942      3.69           3.69           3.69           50.243409      0             -99101.823    
       386  -1.9519039      3.684          3.684          3.684          49.998718      0             -100077.79    
       387  -1.967213       3.678          3.678          3.678          49.754822      0             -101057.75    
       388  -1.9826212      3.672          3.672          3.672          49.51172       0             -102041.44    
       389  -1.9981282      3.666          3.666          3.666          49.269412      0             -103028.6     
       390  -2.0137336      3.66           3.66           3.66           49.027896      0             -104018.97    
       391  -2.0294369      3.654          3.654          3.654          48.78717       0             -105012.25    
       392  -2.0452377      3.648          3.648          3.648          48.547234      0             -106008.13    
       393  -2.0611354      3.642          3.642          3.642          48.308085      0             -107006.29    
       394  -2.0771295      3.636          3.636          3.636          48.069723      0             -108006.4     
       395  -2.0932192      3.63           3.63           3.63           47.832147      0             -109008.1     
       396  -2.1094041      3.624          3.624          3.624          47.595355      0             -110011.01    
       397  -2.1256832      3.618          3.618          3.618          47.359345      0             -111014.74    
       398  -2.1420558      3.612          3.612          3.612          47.124117      0             -112018.87    
       399  -2.158521       3.606          3.606          3.606          46.889669      0             -113022.98    
       400  -2.175078       3.6            3.6            3.6            46.656         0             -114026.61    
       401  -2.1917257      3.594          3.594          3.594          46.423109      0             -115029.27    
       402  -2.2084631      3.588          3.588          3.588          46.190993      0             -116030.48    
       403  -2.225289       3.582          3.582          3.582          45.959653      0             -117029.69    
       404  -2.2422022      3.576          3.576          3.576          45.729087      0             -118026.37    
       405  -2.2592015      3.57           3.57           3.57           45.499293      0             -119019.94    
       406  -2.2762856      3.564          3.564          3.564          45.27027       0             -120009.79    
       407  -2.2934529      3.558          3.558          3.558          45.042017      0             -120995.3     
       408  -2.310702       3.552          3.552          3.552          44.814533      0             -121975.8     
       409  -2.3280313      3.546          3.546          3.546          44.587815      0             -122950.6     
       410  -2.3454391      3.54           3.54           3.54           44.361864      0             -123918.98    
       411  -2.3655348      3.534          3.534          3.534          44.136677      0             -125069.72    
       412  -2.3831209      3.528          3.528          3.528          43.912254      0             -126025.88    
       413  -2.4007801      3.522          3.522          3.522          43.688593      0             -126973.31    
       414  -2.4185104      3.516          3.516          3.516          43.465692      0             -127911.14    
       415  -2.4363096      3.51           3.51           3.51           43.243551      0             -128838.47    
       416  -2.4541754      3.504          3.504          3.504          43.022168      0             -129754.37    
       417  -2.4721054      3.498          3.498          3.498          42.801542      0             -130657.85    
       418  -2.4900971      3.492          3.492          3.492          42.581671      0             -131547.89    
       419  -2.5081478      3.486          3.486          3.486          42.362555      0             -132423.43    
       420  -2.5262548      3.48           3.48           3.48           42.144192      0             -133283.35    
       421  -2.5444151      3.474          3.474          3.474          41.92658       0             -134126.49    
       422  -2.5626256      3.468          3.468          3.468          41.709719      0             -134951.64    
       423  -2.5808834      3.462          3.462          3.462          41.493607      0             -135757.54    
       424  -2.5991849      3.456          3.456          3.456          41.278243      0             -136542.87    
       425  -2.6175267      3.45           3.45           3.45           41.063625      0             -137306.25    
       426  -2.6359051      3.444          3.444          3.444          40.849752      0             -138046.25    
       427  -2.6543165      3.438          3.438          3.438          40.636624      0             -138761.38    
       428  -2.6727568      3.432          3.432          3.432          40.424238      0             -139450.09    
       429  -2.6912218      3.426          3.426          3.426          40.212593      0             -140110.76    
       430  -2.7097073      3.42           3.42           3.42           40.001688      0             -140741.69    
       431  -2.7282088      3.414          3.414          3.414          39.791522      0             -141341.14    
       432  -2.7467216      3.408          3.408          3.408          39.582093      0             -141907.26    
       433  -2.7652407      3.402          3.402          3.402          39.373401      0             -142438.15    
       434  -2.7837612      3.396          3.396          3.396          39.165443      0             -142931.82    
       435  -2.8022777      3.39           3.39           3.39           38.958219      0             -143386.21    
       436  -2.8207847      3.384          3.384          3.384          38.751727      0             -143799.15    
       437  -2.8488896      3.378          3.378          3.378          38.545966      0             -144967.38    
       438  -2.8674632      3.372          3.372          3.372          38.340935      0             -145303.51    
       439  -2.8860105      3.366          3.366          3.366          38.136632      0             -145591.42    
       440  -2.9045253      3.36           3.36           3.36           37.933056      0             -145828.59    
       441  -2.9230007      3.354          3.354          3.354          37.730206      0             -146012.39    
       442  -2.9414299      3.348          3.348          3.348          37.52808       0             -146140.09    
       443  -2.9598054      3.342          3.342          3.342          37.326678      0             -146208.83    
       444  -2.9781199      3.336          3.336          3.336          37.125997      0             -146215.67    
       445  -3.0029159      3.33           3.33           3.33           36.926037      0             -146725.78    
       446  -3.0211556      3.324          3.324          3.324          36.726796      0             -146608.72    
       447  -3.0393107      3.318          3.318          3.318          36.528273      0             -146420.29    
       448  -3.0573725      3.312          3.312          3.312          36.330467      0             -146157.03    
       449  -3.0753317      3.306          3.306          3.306          36.133377      0             -145815.32    
       450  -3.093179       3.3            3.3            3.3            35.937         0             -145391.43    
       451  -3.1109045      3.294          3.294          3.294          35.741336      0             -144881.45    
       452  -3.1284981      3.288          3.288          3.288          35.546384      0             -144281.31    
       453  -3.1459491      3.282          3.282          3.282          35.352142      0             -143586.8     
       454  -3.1632467      3.276          3.276          3.276          35.158609      0             -142793.53    
       455  -3.1803793      3.27           3.27           3.27           34.965783      0             -141896.93    
       456  -3.1973353      3.264          3.264          3.264          34.773664      0             -140892.24    
       457  -3.2141023      3.258          3.258          3.258          34.58225       0             -139774.54    
       458  -3.2306677      3.252          3.252          3.252          34.391539      0             -138538.69    
       459  -3.2470182      3.246          3.246          3.246          34.201531      0             -137179.34    
       460  -3.2631402      3.24           3.24           3.24           34.012224      0             -135690.94    
       461  -3.2790195      3.234          3.234          3.234          33.823617      0             -134067.72    
       462  -3.2946414      3.228          3.228          3.228          33.635708      0             -132303.68    
       463  -3.3099907      3.222          3.222          3.222          33.448497      0             -130392.57    
       464  -3.3250516      3.216          3.216          3.216          33.261982      0             -128327.9     
       465  -3.3398078      3.21           3.21           3.21           33.076161      0             -126102.91    
       466  -3.3542421      3.204          3.204          3.204          32.891034      0             -123710.61    
       467  -3.3683372      3.198          3.198          3.198          32.706598      0             -121143.68    
       468  -3.3820747      3.192          3.192          3.192          32.522854      0             -118394.55    
       469  -3.3954358      3.186          3.186          3.186          32.339799      0             -115455.33    
       470  -3.4084009      3.18           3.18           3.18           32.157432      0             -112317.81    
       471  -3.4209498      3.174          3.174          3.174          31.975752      0             -108973.49    
       472  -3.4330614      3.168          3.168          3.168          31.794758      0             -105413.49    
       473  -3.4499258      3.162          3.162          3.162          31.614448      0             -102156.7     
       474  -3.4611566      3.156          3.156          3.156          31.43482       0             -98146.447    
       475  -3.4718833      3.15           3.15           3.15           31.255875      0             -93891.949    
       476  -3.4820819      3.144          3.144          3.144          31.07761       0             -89382.855    
       477  -3.4917272      3.138          3.138          3.138          30.900024      0             -84608.408    
       478  -3.5007933      3.132          3.132          3.132          30.723116      0             -79557.423    
       479  -3.5092535      3.126          3.126          3.126          30.546884      0             -74218.273    
       480  -3.5170799      3.12           3.12           3.12           30.371328      0             -68578.867    
       481  -3.5242438      3.114          3.114          3.114          30.196446      0             -62626.639    
       482  -3.5307153      3.108          3.108          3.108          30.022236      0             -56348.522    
       483  -3.5364636      3.102          3.102          3.102          29.848697      0             -49730.932    
       484  -3.5414568      3.096          3.096          3.096          29.675829      0             -42759.744    
       485  -3.5456617      3.09           3.09           3.09           29.503629      0             -35420.276    
       486  -3.5490442      3.084          3.084          3.084          29.332097      0             -27697.259    
       487  -3.5515688      3.078          3.078          3.078          29.161231      0             -19574.822    
       488  -3.5531988      3.072          3.072          3.072          28.991029      0             -11036.46     
       489  -3.5538962      3.066          3.066          3.066          28.821491      0             -2065.015     
       490  -3.5539206      3.064681       3.064681       3.064681       28.784311      0             -32.979715    
       491  -3.5539206      3.0646601      3.0646601      3.0646601      28.783723      0             -0.66958818   
       492  -3.5539206      3.0646597      3.0646597      3.0646597      28.783711      0             -0.00032311461
Loop time of 0.088308 on 1 procs for 492 steps with 2 atoms

30.2% CPU use with 1 MPI tasks x no OpenMP threads

Minimization stats:
  Stopping criterion = energy tolerance
  Energy initial, next-to-last, final = 
    -0.119752903060038  -3.55392059127917   -3.5539205912817
  Force two-norm initial, final = 0.41095568 1.9684421e-08
  Force max component initial, final = 0.23726538 1.1364807e-08
  Final line search alpha, max atom move = 1 1.1364807e-08
  Iterations, force evaluations = 492 495

MPI task timing breakdown:
Section |  min time  |  avg time  |  max time  |%varavg| %total
---------------------------------------------------------------
Pair    | 0.014493   | 0.014493   | 0.014493   |   0.0 | 16.41
Neigh   | 0.00169    | 0.00169    | 0.00169    |   0.0 |  1.91
Comm    | 0.0038218  | 0.0038218  | 0.0038218  |   0.0 |  4.33
Output  | 0.056346   | 0.056346   | 0.056346   |   0.0 | 63.81
Modify  | 0          | 0          | 0          |   0.0 |  0.00
Other   |            | 0.01196    |            |       | 13.54

Nlocal:              2 ave           2 max           2 min
Histogram: 1 0 0 0 0 0 0 0 0 0
Nghost:            853 ave         853 max         853 min
Histogram: 1 0 0 0 0 0 0 0 0 0
Neighs:            306 ave         306 max         306 min
Histogram: 1 0 0 0 0 0 0 0 0 0

Total # of neighbors = 306
Ave neighs/atom = 153
Neighbor list builds = 32
Dangerous builds = 0



# ========== Output Final Structure ==========
write_data      optimized_structure.data pair ij
System init for write_data ...
Generated 0 of 1 mixed pair_coeff terms from geometric mixing rule
Total wall time: 0:00:00
